permit,facility,key,permit_outfall,kg_N_TN_per_month,month_year,outfall,state,LATITUDE83,LONGITUDE83,huc8,name,season
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2010-05-31,NY0026239_1,116689.34,2010 May,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2010-06-30,NY0026239_1,95238.1,2010 Jun,1,NY,40.797583,-73.841056,02030102,Bronx,summer
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2010-07-31,NY0026239_1,102630.39,2010 Jul,1,NY,40.797583,-73.841056,02030102,Bronx,summer
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2010-08-31,NY0026239_1,92789.12,2010 Aug,1,NY,40.797583,-73.841056,02030102,Bronx,summer
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2010-09-30,NY0026239_1,96598.64,2010 Sep,1,NY,40.797583,-73.841056,02030102,Bronx,fall
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2010-10-31,NY0026239_1,91383.22,2010 Oct,1,NY,40.797583,-73.841056,02030102,Bronx,fall
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2010-11-30,NY0026239_1,99319.73,2010 Nov,1,NY,40.797583,-73.841056,02030102,Bronx,fall
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2010-12-31,NY0026239_1,111065.76,2010 Dec,1,NY,40.797583,-73.841056,02030102,Bronx,winter
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2011-01-31,NY0026239_1,118095.24,2011 Jan,1,NY,40.797583,-73.841056,02030102,Bronx,winter
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2011-02-28,NY0026239_1,107936.51,2011 Feb,1,NY,40.797583,-73.841056,02030102,Bronx,winter
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2011-03-31,NY0026239_1,120907.03,2011 Mar,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2011-04-30,NY0026239_1,106122.45,2011 Apr,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2011-05-31,NY0026239_1,104036.28,2011 May,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2011-06-30,NY0026239_1,108843.54,2011 Jun,1,NY,40.797583,-73.841056,02030102,Bronx,summer
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2011-07-31,NY0026239_1,97006.8,2011 Jul,1,NY,40.797583,-73.841056,02030102,Bronx,summer
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2011-08-31,NY0026239_1,97006.8,2011 Aug,1,NY,40.797583,-73.841056,02030102,Bronx,summer
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2011-09-30,NY0026239_1,95238.1,2011 Sep,1,NY,40.797583,-73.841056,02030102,Bronx,fall
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2011-10-31,NY0026239_1,92789.12,2011 Oct,1,NY,40.797583,-73.841056,02030102,Bronx,fall
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2011-11-30,NY0026239_1,91156.46,2011 Nov,1,NY,40.797583,-73.841056,02030102,Bronx,fall
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2011-12-31,NY0026239_1,101224.49,2011 Dec,1,NY,40.797583,-73.841056,02030102,Bronx,winter
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2012-01-31,NY0026239_1,125124.72,2012 Jan,1,NY,40.797583,-73.841056,02030102,Bronx,winter
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2012-02-29,NY0026239_1,123628.12,2012 Feb,1,NY,40.797583,-73.841056,02030102,Bronx,winter
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2012-03-31,NY0026239_1,99818.59,2012 Mar,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2012-04-30,NY0026239_1,96598.64,2012 Apr,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2012-05-31,NY0026239_1,102630.39,2012 May,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2012-06-30,NY0026239_1,88435.37,2012 Jun,1,NY,40.797583,-73.841056,02030102,Bronx,summer
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2012-07-31,NY0026239_1,87165.53,2012 Jul,1,NY,40.797583,-73.841056,02030102,Bronx,summer
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2012-08-31,NY0026239_1,102630.39,2012 Aug,1,NY,40.797583,-73.841056,02030102,Bronx,summer
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2012-09-30,NY0026239_1,91156.46,2012 Sep,1,NY,40.797583,-73.841056,02030102,Bronx,fall
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2012-10-31,NY0026239_1,95600.91,2012 Oct,1,NY,40.797583,-73.841056,02030102,Bronx,fall
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2012-11-30,NY0026239_1,81632.65,2012 Nov,1,NY,40.797583,-73.841056,02030102,Bronx,fall
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2012-12-31,NY0026239_1,106848.07,2012 Dec,1,NY,40.797583,-73.841056,02030102,Bronx,winter
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2013-01-31,NY0026239_1,115283.45,2013 Jan,1,NY,40.797583,-73.841056,02030102,Bronx,winter
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2013-02-28,NY0026239_1,109206.35,2013 Feb,1,NY,40.797583,-73.841056,02030102,Bronx,winter
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2013-03-31,NY0026239_1,120907.03,2013 Mar,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2013-04-30,NY0026239_1,102040.82,2013 Apr,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2013-05-31,NY0026239_1,104036.28,2013 May,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2013-06-30,NY0026239_1,102040.82,2013 Jun,1,NY,40.797583,-73.841056,02030102,Bronx,summer
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2013-07-31,NY0026239_1,91383.22,2013 Jul,1,NY,40.797583,-73.841056,02030102,Bronx,summer
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2013-08-31,NY0026239_1,92789.12,2013 Aug,1,NY,40.797583,-73.841056,02030102,Bronx,summer
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2013-09-30,NY0026239_1,80272.11,2013 Sep,1,NY,40.797583,-73.841056,02030102,Bronx,fall
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2013-10-31,NY0026239_1,91383.22,2013 Oct,1,NY,40.797583,-73.841056,02030102,Bronx,fall
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2013-11-30,NY0026239_1,78911.56,2013 Nov,1,NY,40.797583,-73.841056,02030102,Bronx,fall
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2013-12-31,NY0026239_1,94195.01,2013 Dec,1,NY,40.797583,-73.841056,02030102,Bronx,winter
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2014-01-31,NY0026239_1,94195.01,2014 Jan,1,NY,40.797583,-73.841056,02030102,Bronx,winter
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2014-02-28,NY0026239_1,102857.14,2014 Feb,1,NY,40.797583,-73.841056,02030102,Bronx,winter
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2014-03-31,NY0026239_1,115283.45,2014 Mar,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2014-04-30,NY0026239_1,96598.64,2014 Apr,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2014-05-31,NY0026239_1,63265.31,2014 May,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2014-06-30,NY0026239_1,58503.4,2014 Jun,1,NY,40.797583,-73.841056,02030102,Bronx,summer
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2014-07-31,NY0026239_1,46394.56,2014 Jul,1,NY,40.797583,-73.841056,02030102,Bronx,summer
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2014-08-31,NY0026239_1,64671.2,2014 Aug,1,NY,40.797583,-73.841056,02030102,Bronx,summer
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2014-09-30,NY0026239_1,39455.78,2014 Sep,1,NY,40.797583,-73.841056,02030102,Bronx,fall
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2014-10-31,NY0026239_1,46394.56,2014 Oct,1,NY,40.797583,-73.841056,02030102,Bronx,fall
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2014-11-30,NY0026239_1,58503.4,2014 Nov,1,NY,40.797583,-73.841056,02030102,Bronx,fall
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2014-12-31,NY0026239_1,60453.51,2014 Dec,1,NY,40.797583,-73.841056,02030102,Bronx,winter
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2015-01-31,NY0026239_1,68888.89,2015 Jan,1,NY,40.797583,-73.841056,02030102,Bronx,winter
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2015-02-28,NY0026239_1,71111.11,2015 Feb,1,NY,40.797583,-73.841056,02030102,Bronx,winter
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2015-03-31,NY0026239_1,111065.76,2015 Mar,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2015-04-30,NY0026239_1,68027.21,2015 Apr,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2015-05-31,NY0026239_1,53424.04,2015 May,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2015-06-30,NY0026239_1,59863.95,2015 Jun,1,NY,40.797583,-73.841056,02030102,Bronx,summer
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2015-07-31,NY0026239_1,53424.04,2015 Jul,1,NY,40.797583,-73.841056,02030102,Bronx,summer
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2015-08-31,NY0026239_1,46394.56,2015 Aug,1,NY,40.797583,-73.841056,02030102,Bronx,summer
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2015-09-30,NY0026239_1,59863.95,2015 Sep,1,NY,40.797583,-73.841056,02030102,Bronx,fall
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2015-10-31,NY0026239_1,61859.41,2015 Oct,1,NY,40.797583,-73.841056,02030102,Bronx,fall
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2015-11-30,NY0026239_1,61224.49,2015 Nov,1,NY,40.797583,-73.841056,02030102,Bronx,fall
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2015-12-31,NY0026239_1,57641.72,2015 Dec,1,NY,40.797583,-73.841056,02030102,Bronx,winter
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2016-01-31,NY0026239_1,60453.51,2016 Jan,1,NY,40.797583,-73.841056,02030102,Bronx,winter
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2016-02-29,NY0026239_1,59183.67,2016 Feb,1,NY,40.797583,-73.841056,02030102,Bronx,winter
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2016-03-31,NY0026239_1,47800.45,2016 Mar,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2016-04-30,NY0026239_1,53061.22,2016 Apr,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2016-05-31,NY0026239_1,67482.99,2016 May,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2016-06-30,NY0026239_1,40816.33,2016 Jun,1,NY,40.797583,-73.841056,02030102,Bronx,summer
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2016-07-31,NY0026239_1,54829.93,2016 Jul,1,NY,40.797583,-73.841056,02030102,Bronx,summer
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2016-08-31,NY0026239_1,39365.08,2016 Aug,1,NY,40.797583,-73.841056,02030102,Bronx,summer
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2016-09-30,NY0026239_1,42176.87,2016 Sep,1,NY,40.797583,-73.841056,02030102,Bronx,fall
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2016-10-31,NY0026239_1,56235.83,2016 Oct,1,NY,40.797583,-73.841056,02030102,Bronx,fall
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2016-11-30,NY0026239_1,58503.4,2016 Nov,1,NY,40.797583,-73.841056,02030102,Bronx,fall
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2016-12-31,NY0026239_1,63265.31,2016 Dec,1,NY,40.797583,-73.841056,02030102,Bronx,winter
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2017-01-31,NY0026239_1,61859.41,2017 Jan,1,NY,40.797583,-73.841056,02030102,Bronx,winter
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2017-02-28,NY0026239_1,46984.13,2017 Feb,1,NY,40.797583,-73.841056,02030102,Bronx,winter
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2017-03-31,NY0026239_1,56235.83,2017 Mar,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2017-04-30,NY0026239_1,53061.22,2017 Apr,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2017-05-31,NY0026239_1,44988.66,2017 May,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2017-06-30,NY0026239_1,40816.33,2017 Jun,1,NY,40.797583,-73.841056,02030102,Bronx,summer
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2017-07-31,NY0026239_1,52018.14,2017 Jul,1,NY,40.797583,-73.841056,02030102,Bronx,summer
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2017-08-31,NY0026239_1,35147.39,2017 Aug,1,NY,40.797583,-73.841056,02030102,Bronx,summer
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2017-09-30,NY0026239_1,43537.41,2017 Sep,1,NY,40.797583,-73.841056,02030102,Bronx,fall
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2017-10-31,NY0026239_1,39365.08,2017 Oct,1,NY,40.797583,-73.841056,02030102,Bronx,fall
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2017-11-30,NY0026239_1,39455.78,2017 Nov,1,NY,40.797583,-73.841056,02030102,Bronx,fall
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2017-12-31,NY0026239_1,47800.45,2017 Dec,1,NY,40.797583,-73.841056,02030102,Bronx,winter
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2018-01-31,NY0026239_1,57641.72,2018 Jan,1,NY,40.797583,-73.841056,02030102,Bronx,winter
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2018-02-28,NY0026239_1,66031.75,2018 Feb,1,NY,40.797583,-73.841056,02030102,Bronx,winter
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2018-03-31,NY0026239_1,73106.58,2018 Mar,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2018-04-30,NY0026239_1,53061.22,2018 Apr,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2018-05-31,NY0026239_1,50612.24,2018 May,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2018-06-30,NY0026239_1,47619.05,2018 Jun,1,NY,40.797583,-73.841056,02030102,Bronx,summer
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2018-07-31,NY0026239_1,73106.58,2018 Jul,1,NY,40.797583,-73.841056,02030102,Bronx,summer
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2018-08-31,NY0026239_1,50612.24,2018 Aug,1,NY,40.797583,-73.841056,02030102,Bronx,summer
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2018-09-30,NY0026239_1,42176.87,2018 Sep,1,NY,40.797583,-73.841056,02030102,Bronx,fall
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2018-10-31,NY0026239_1,47800.45,2018 Oct,1,NY,40.797583,-73.841056,02030102,Bronx,fall
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2018-11-30,NY0026239_1,48979.59,2018 Nov,1,NY,40.797583,-73.841056,02030102,Bronx,fall
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2018-12-31,NY0026239_1,53424.04,2018 Dec,1,NY,40.797583,-73.841056,02030102,Bronx,winter
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2019-01-31,NY0026239_1,68888.89,2019 Jan,1,NY,40.797583,-73.841056,02030102,Bronx,winter
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2019-02-28,NY0026239_1,64761.9,2019 Feb,1,NY,40.797583,-73.841056,02030102,Bronx,winter
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2019-03-31,NY0026239_1,70294.78,2019 Mar,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2019-04-30,NY0026239_1,51700.68,2019 Apr,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2019-05-31,NY0026239_1,59047.62,2019 May,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2019-06-30,NY0026239_1,48979.59,2019 Jun,1,NY,40.797583,-73.841056,02030102,Bronx,summer
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2019-07-31,NY0026239_1,42176.87,2019 Jul,1,NY,40.797583,-73.841056,02030102,Bronx,summer
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2019-08-31,NY0026239_1,40770.98,2019 Aug,1,NY,40.797583,-73.841056,02030102,Bronx,summer
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2019-09-30,NY0026239_1,34013.61,2019 Sep,1,NY,40.797583,-73.841056,02030102,Bronx,fall
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2019-10-31,NY0026239_1,40770.98,2019 Oct,1,NY,40.797583,-73.841056,02030102,Bronx,fall
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2019-11-30,NY0026239_1,44897.96,2019 Nov,1,NY,40.797583,-73.841056,02030102,Bronx,fall
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2019-12-31,NY0026239_1,66077.1,2019 Dec,1,NY,40.797583,-73.841056,02030102,Bronx,winter
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2020-01-31,NY0026239_1,54829.93,2020 Jan,1,NY,40.797583,-73.841056,02030102,Bronx,winter
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2020-02-29,NY0026239_1,67074.83,2020 Feb,1,NY,40.797583,-73.841056,02030102,Bronx,winter
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2020-03-31,NY0026239_1,59047.62,2020 Mar,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2020-04-30,NY0026239_1,62585.03,2020 Apr,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2020-05-31,NY0026239_1,49206.35,2020 May,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2020-06-30,NY0026239_1,38095.24,2020 Jun,1,NY,40.797583,-73.841056,02030102,Bronx,summer
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2020-07-31,NY0026239_1,44988.66,2020 Jul,1,NY,40.797583,-73.841056,02030102,Bronx,summer
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2020-08-31,NY0026239_1,46394.56,2020 Aug,1,NY,40.797583,-73.841056,02030102,Bronx,summer
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2020-09-30,NY0026239_1,43537.41,2020 Sep,1,NY,40.797583,-73.841056,02030102,Bronx,fall
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2020-10-31,NY0026239_1,49206.35,2020 Oct,1,NY,40.797583,-73.841056,02030102,Bronx,fall
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2020-11-30,NY0026239_1,42176.87,2020 Nov,1,NY,40.797583,-73.841056,02030102,Bronx,fall
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2020-12-31,NY0026239_1,50612.24,2020 Dec,1,NY,40.797583,-73.841056,02030102,Bronx,winter
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2021-01-31,NY0026239_1,50612.24,2021 Jan,1,NY,40.797583,-73.841056,02030102,Bronx,winter
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2021-02-28,NY0026239_1,55873.02,2021 Feb,1,NY,40.797583,-73.841056,02030102,Bronx,winter
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2021-03-31,NY0026239_1,50612.24,2021 Mar,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2021-04-30,NY0026239_1,46258.5,2021 Apr,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2021-05-31,NY0026239_1,52018.14,2021 May,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2021-06-30,NY0026239_1,38095.24,2021 Jun,1,NY,40.797583,-73.841056,02030102,Bronx,summer
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_2006-07-31,NY0027073_1,46394.56,2006 Jul,1,NY,40.705722,-73.984389,NA,East River,summer
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_2006-08-31,NY0027073_1,54829.93,2006 Aug,1,NY,40.705722,-73.984389,NA,East River,summer
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_2006-09-30,NY0027073_1,44897.96,2006 Sep,1,NY,40.705722,-73.984389,NA,East River,fall
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_2006-10-31,NY0027073_1,37959.18,2006 Oct,1,NY,40.705722,-73.984389,NA,East River,fall
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_2006-11-30,NY0027073_1,53061.22,2006 Nov,1,NY,40.705722,-73.984389,NA,East River,fall
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_2006-12-31,NY0027073_1,61859.41,2006 Dec,1,NY,40.705722,-73.984389,NA,East River,winter
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_2007-01-31,NY0027073_1,50612.24,2007 Jan,1,NY,40.705722,-73.984389,NA,East River,winter
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_2007-02-28,NY0027073_1,49523.81,2007 Feb,1,NY,40.705722,-73.984389,NA,East River,winter
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_2007-03-31,NY0027073_1,60453.51,2007 Mar,1,NY,40.705722,-73.984389,NA,East River,spring
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_2007-04-30,NY0027073_1,61224.49,2007 Apr,1,NY,40.705722,-73.984389,NA,East River,spring
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_2007-05-31,NY0027073_1,57641.72,2007 May,1,NY,40.705722,-73.984389,NA,East River,spring
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_2007-06-30,NY0027073_1,51700.68,2007 Jun,1,NY,40.705722,-73.984389,NA,East River,summer
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_2007-07-31,NY0027073_1,50612.24,2007 Jul,1,NY,40.705722,-73.984389,NA,East River,summer
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_2007-08-31,NY0027073_1,50612.24,2007 Aug,1,NY,40.705722,-73.984389,NA,East River,summer
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_2007-09-30,NY0027073_1,44897.96,2007 Sep,1,NY,40.705722,-73.984389,NA,East River,fall
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_2007-10-31,NY0027073_1,49206.35,2007 Oct,1,NY,40.705722,-73.984389,NA,East River,fall
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_2007-11-30,NY0027073_1,42176.87,2007 Nov,1,NY,40.705722,-73.984389,NA,East River,fall
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_2007-12-31,NY0027073_1,59047.62,2007 Dec,1,NY,40.705722,-73.984389,NA,East River,winter
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_2008-01-31,NY0027073_1,59047.62,2008 Jan,1,NY,40.705722,-73.984389,NA,East River,winter
